antecedent,consequent,support,confidence,lift
49 1063,40,168,0.7241,1.2598
1024,49,121,0.6020,1.2596
13033,49,195,0.6019,1.2593
49 1028,40,165,0.7237,1.2590
4266,40,89,0.7236,1.2588
2061,40,89,0.7236,1.2588
1805,49,151,0.6016,1.2588
33 80,49,231,0.6016,1.2587
2819,40,102,0.7234,1.2585
1125,49,89,0.6014,1.2582
205,49,190,0.6013,1.2581
49 886,40,222,0.7231,1.2581
49 1276,40,94,0.7231,1.2580
49 2991,40,94,0.7231,1.2580
1782,49,104,0.6012,1.2578
4434,40,107,0.7230,1.2578
4279,40,107,0.7230,1.2578
39 13042,49,110,0.6011,1.2577
49 12474,40,120,0.7229,1.2577
40 257,49,113,0.6011,1.2576
39 16218,49,116,0.6010,1.2576
39 339,40,133,0.7228,1.2575
13061,49,122,0.6010,1.2575
567,49,122,0.6010,1.2575
651,49,137,0.6009,1.2573
2189,49,143,0.6008,1.2572
1333,49,146,0.6008,1.2571
49 1250,40,112,0.7226,1.2571
40 843,49,158,0.6008,1.2570
40 979,49,164,0.6007,1.2570
49 151,40,255,0.7224,1.2568
40 847,49,197,0.6006,1.2567
3904,40,117,0.7222,1.2565
2709,40,130,0.7222,1.2565
39 15833,40,117,0.7222,1.2565
33 49 414,40,156,0.7222,1.2565
2409,40,122,0.7219,1.2559
176 179,40,109,0.7219,1.2558
226,40,2351,0.7218,1.2558
49 1480,40,197,0.7216,1.2554
1871,49,90,0.6000,1.2554
103,49,93,0.6000,1.2554
2414,49,129,0.6000,1.2554
221,49,138,0.6000,1.2554
988,49,153,0.6000,1.2554
320,49,261,0.6000,1.2554
42 56,49,105,0.6000,1.2554
489,49,432,0.6000,1.2554
678,49,666,0.6000,1.2554
49 498,40,127,0.7216,1.2554
49 102,40,946,0.7216,1.2554
33 42 271,40,101,0.7214,1.2551
39 13042,40,132,0.7213,1.2549
33 49 79,40,132,0.7213,1.2549
11,49,427,0.5997,1.2548
37 40 42,49,343,0.5997,1.2547
39 282,49,259,0.5995,1.2545
49 2880,40,199,0.7210,1.2544
42 948,40,93,0.7209,1.2542
1295,49,166,0.5993,1.2539
48,40,320,0.7207,1.2539
33 124,49,151,0.5992,1.2538
49 3452,40,98,0.7206,1.2536
33 39 106,40,98,0.7206,1.2536
3725,49,136,0.5991,1.2536
49 3280,40,116,0.7205,1.2535
5768,49,127,0.5991,1.2534
2664,49,127,0.5991,1.2534
2477,40,134,0.7204,1.2534
49 408,40,304,0.7204,1.2533
49 2189,40,103,0.7203,1.2531
2425,49,103,0.5988,1.2530
33 3617,49,94,0.5987,1.2528
1283,49,173,0.5986,1.2525
10514,49,155,0.5985,1.2522
49 12926,40,588,0.7197,1.2521
42 421,40,95,0.7197,1.2521
1539,40,159,0.7195,1.2517
39 16011,40,159,0.7195,1.2517
3413,49,125,0.5981,1.2514
33 16218,49,122,0.5980,1.2513
928,49,180,0.5980,1.2513
6603,49,119,0.5980,1.2512
49 1819,40,105,0.7192,1.2512
332,49,116,0.5979,1.2511
974,49,113,0.5979,1.2510
2811,49,110,0.5978,1.2509
5052,49,217,0.5978,1.2508
96,49,162,0.5978,1.2508
49 302,40,473,0.7188,1.2506
3974,49,101,0.5976,1.2505
523,49,582,0.5975,1.2503
446,40,125,0.7184,1.2498
1659,49,89,0.5973,1.2498
406,49,525,0.5973,1.2497
4914,40,130,0.7182,1.2495
2761,40,107,0.7181,1.2494
49 3617,40,270,0.7181,1.2493
42 287,49,160,0.5970,1.2492
49 1820,40,112,0.7179,1.2491
33 2239,40,257,0.7179,1.2489
1812,49,114,0.5969,1.2488
39 49 841,40,145,0.7178,1.2488
33 39 226,40,117,0.7178,1.2488
33 534,49,179,0.5967,1.2484
640,40,155,0.7176,1.2484
265,49,534,0.5966,1.2484
49 282,40,193,0.7175,1.2482
10075,40,165,0.7174,1.2481
33 590,49,136,0.5965,1.2481
90 102,40,137,0.7173,1.2479
2287,49,130,0.5963,1.2477
2216,49,195,0.5963,1.2477
49 794,40,218,0.7171,1.2476
256,40,1057,0.7171,1.2476
758,49,155,0.5962,1.2474
33 39 111,49,264,0.5959,1.2469
810,49,373,0.5958,1.2467
66 90,40,225,0.7166,1.2466
33 42 80,40,91,0.7165,1.2466
33 256,40,230,0.7165,1.2466
90,40,2749,0.7164,1.2464
2553,49,221,0.5957,1.2464
49 1784,40,240,0.7164,1.2464
40 1215,49,137,0.5957,1.2463
49 2916,40,101,0.7163,1.2462
33 49 14099,40,101,0.7163,1.2462
33 42 238,40,101,0.7163,1.2462
49 148,40,742,0.7162,1.2460
40 226,49,1400,0.5955,1.2460
236,49,184,0.5955,1.2459
49 3152,40,111,0.7161,1.2459
39 261,40,111,0.7161,1.2459
33 61,49,156,0.5954,1.2458
39 259,40,116,0.7160,1.2457
5783,49,128,0.5953,1.2457
49 1314,40,179,0.7160,1.2457
207,49,153,0.5953,1.2457
1967,40,184,0.7160,1.2456
42 118,40,189,0.7159,1.2455
39 12926,49,175,0.5952,1.2455
49 167,40,131,0.7158,1.2454
33 49 16011,40,136,0.7158,1.2453
1875,49,97,0.5951,1.2452
153,49,97,0.5951,1.2452
66 202,49,97,0.5951,1.2452
49 204,40,146,0.7157,1.2451
49 16218,40,463,0.7156,1.2450
202,49,674,0.5949,1.2447
49 2287,40,93,0.7154,1.2446
49 152,40,93,0.7154,1.2446
764,49,113,0.5947,1.2444
49 8868,40,108,0.7152,1.2443
2365,49,179,0.5947,1.2443
33 111,49,267,0.5947,1.2442
32 39,40,118,0.7152,1.2442
622,49,110,0.5946,1.2441
881,49,132,0.5946,1.2441
1843,49,176,0.5946,1.2441
49 261,40,271,0.7150,1.2440
39 741,40,158,0.7149,1.2438
1820 3312,49,107,0.5944,1.2438
415,40,188,0.7148,1.2436
238 250,49,104,0.5943,1.2435
709,49,145,0.5943,1.2434
3763,49,101,0.5941,1.2431
8979,40,433,0.7145,1.2431
10516,49,524,0.5941,1.2431
109,49,139,0.5940,1.2429
906,40,105,0.7143,1.2427
49 612,40,115,0.7143,1.2427
33 790,40,115,0.7143,1.2427
33 408,40,90,0.7143,1.2427
49 650,40,350,0.7143,1.2427
66 476,40,120,0.7143,1.2427
226 238,40,110,0.7143,1.2427
5109,49,117,0.5939,1.2427
969,49,117,0.5939,1.2427
60,49,117,0.5939,1.2427
282,49,269,0.5938,1.2425
3468,49,114,0.5938,1.2423
1116,49,114,0.5938,1.2423
40 390,49,323,0.5938,1.2423
311,40,1852,0.7140,1.2421
1276,49,130,0.5936,1.2420
1082,49,200,0.5935,1.2418
342,49,235,0.5934,1.2417
2998,49,162,0.5934,1.2416
40 2895,49,108,0.5934,1.2416
49 841,40,147,0.7136,1.2415
1940,49,178,0.5933,1.2415
49 12934,40,142,0.7136,1.2414
1381,49,124,0.5933,1.2414
49 1197,40,132,0.7135,1.2413
49 1136,40,386,0.7135,1.2413
1716,49,350,0.5932,1.2412
226 271,49,175,0.5932,1.2412
49 95,40,209,0.7133,1.2410
49 389,40,102,0.7133,1.2409
852,49,137,0.5931,1.2409
487,49,137,0.5931,1.2409
186,49,816,0.5930,1.2408
1346,49,134,0.5929,1.2406
49 10447,40,246,0.7130,1.2405
957,49,540,0.5928,1.2403
20 42,40,144,0.7129,1.2402
49 321,40,139,0.7128,1.2401
49 977,40,325,0.7127,1.2400
68,49,112,0.5926,1.2399
2055,49,176,0.5926,1.2399
33 1579,40,124,0.7126,1.2398
39 40 111,49,1031,0.5925,1.2398
2081,49,285,0.5925,1.2398
1181,40,119,0.7126,1.2397
49 1081,40,119,0.7126,1.2397
42 272,49,346,0.5925,1.2397
2831,40,114,0.7125,1.2396
1973,49,109,0.5924,1.2395
1604,49,109,0.5924,1.2395
37 39 238,49,93,0.5924,1.2394
719,49,170,0.5923,1.2394
66 311,40,161,0.7124,1.2394
2875,49,138,0.5923,1.2393
545,49,504,0.5922,1.2392
40 226 272,49,183,0.5922,1.2392
49 494,40,99,0.7122,1.2391
2327,49,90,0.5921,1.2389
1703,49,90,0.5921,1.2389
407,49,135,0.5921,1.2389
449,40,89,0.7120,1.2387
684,49,103,0.5920,1.2386
42 124,40,168,0.7119,1.2385
49 10516,40,373,0.7118,1.2384
40 1380,49,116,0.5918,1.2383
39 40 841,49,145,0.5918,1.2383
39 272,49,232,0.5918,1.2383
271 272,40,484,0.7118,1.2383
49 2209,40,158,0.7117,1.2382
927,49,142,0.5917,1.2380
3152,49,155,0.5916,1.2379
49 2047,40,217,0.7115,1.2378
33 226,40,466,0.7115,1.2377
1388,49,126,0.5915,1.2377
49 3312,40,106,0.7114,1.2377
49 3292,40,106,0.7114,1.2377
39 1147,49,181,0.5915,1.2376
1593,40,138,0.7113,1.2376
49 77,40,345,0.7113,1.2376
33 784,40,138,0.7113,1.2376
1967,49,152,0.5914,1.2375
2520,49,110,0.5914,1.2374
151,49,353,0.5913,1.2372
49 2345,40,128,0.7111,1.2372
2506,49,256,0.5912,1.2371
39 40 162,49,94,0.5912,1.2370
37 238,49,94,0.5912,1.2370
108 550,49,107,0.5912,1.2369
40 4900,49,120,0.5911,1.2369
49 5783,40,91,0.7109,1.2369
33 49 102,40,182,0.7109,1.2369
310 1380,40,118,0.7108,1.2367
4273,49,91,0.5909,1.2364
1614,49,91,0.5909,1.2364
66 414,49,104,0.5909,1.2364
49 1699,40,140,0.7107,1.2364
39 40 171,49,1193,0.5909,1.2364
49 66,40,1797,0.7106,1.2362
49 3775,40,108,0.7105,1.2361
1528,40,162,0.7105,1.2361
49 9580,40,135,0.7105,1.2361
214,40,216,0.7105,1.2361
49 205,40,135,0.7105,1.2361
33 180,40,162,0.7105,1.2361
2626,49,166,0.5907,1.2361
39 49 282,40,184,0.7104,1.2360
69,49,127,0.5907,1.2360
15579,40,233,0.7104,1.2359
39 42 372,49,101,0.5906,1.2358
42 489,40,103,0.7103,1.2358
712,49,124,0.5905,1.2355
1278,49,248,0.5905,1.2355
624,49,310,0.5905,1.2355
40 415,49,111,0.5904,1.2354
10657,49,245,0.5904,1.2353
49 1082,40,142,0.7100,1.2352
5406,49,170,0.5903,1.2351
169,40,208,0.7099,1.2350
49 1015,40,115,0.7099,1.2350
49 549,40,467,0.7097,1.2347
49 409,40,198,0.7097,1.2347
19 49,40,330,0.7097,1.2347
3677,49,95,0.5901,1.2346
7976,49,200,0.5900,1.2344
393,49,141,0.5900,1.2344
1843,40,210,0.7095,1.2343
39 40,49,6102,0.5899,1.2342
49 2192,40,122,0.7093,1.2340
49 1426,40,122,0.7093,1.2340
5772,49,92,0.5897,1.2340
40 380,49,253,0.5897,1.2340
49 911,40,222,0.7093,1.2339
49 2151,40,100,0.7092,1.2339
856,49,306,0.5896,1.2337
33 406,40,117,0.7091,1.2336
40 111,49,1037,0.5895,1.2335
49 1436,40,307,0.7090,1.2335
1816,49,135,0.5895,1.2335
10552,49,168,0.5895,1.2334
1477,40,168,0.7089,1.2332
49 2116,40,168,0.7089,1.2332
914,49,320,0.5893,1.2331
338,49,132,0.5893,1.2330
1021,49,274,0.5892,1.2329
318,40,90,0.7087,1.2329
39 40 371,49,142,0.5892,1.2328
49 12936,40,214,0.7086,1.2328
32 33,49,109,0.5892,1.2328
244,49,119,0.5891,1.2326
49 385,40,175,0.7085,1.2326
49 857,40,192,0.7085,1.2326
2 40,49,96,0.5890,1.2323
1868,49,275,0.5889,1.2321
1160,49,116,0.5888,1.2321
548,49,252,0.5888,1.2320
40 152,49,93,0.5886,1.2316
42 260,40,109,0.7078,1.2314
4340,49,143,0.5885,1.2313
1643,40,138,0.7077,1.2312
3536 3538,40,92,0.7077,1.2312
49 9844,40,92,0.7077,1.2312
758,40,184,0.7077,1.2312
49 644,40,150,0.7075,1.2310
1680,40,104,0.7075,1.2308
1122,49,250,0.5882,1.2308
39 16011,49,130,0.5882,1.2308
49 3362,40,162,0.7074,1.2307
10606,40,191,0.7074,1.2307
4900,40,203,0.7073,1.2306
20,49,591,0.5881,1.2304
49 3322,40,99,0.7071,1.2303
49 10569,40,111,0.7070,1.2300
773,49,442,0.5878,1.2298
1418,49,315,0.5877,1.2297
1514,49,248,0.5877,1.2296
172,40,159,0.7067,1.2294
838,49,151,0.5875,1.2294
1186,49,195,0.5873,1.2290
442 810,40,89,0.7063,1.2289
49 4340,40,101,0.7063,1.2288
760,49,138,0.5872,1.2287
42 372,49,101,0.5872,1.2287
1,40,125,0.7062,1.2286
33 259,40,137,0.7062,1.2286
49 270,40,310,0.7062,1.2285
3150,40,161,0.7061,1.2285
33 311,40,382,0.7061,1.2284
2716,40,96,0.7059,1.2281
436,40,96,0.7059,1.2281
39 268,40,108,0.7059,1.2281
33 49 590,40,96,0.7059,1.2281
33 480,49,98,0.5868,1.2279
40 271 272,49,284,0.5868,1.2278
263,49,186,0.5868,1.2277
45,49,115,0.5867,1.2277
49 1656,40,139,0.7056,1.2275
1596,49,149,0.5866,1.2274
4644,49,105,0.5866,1.2274
1742,40,194,0.7055,1.2273
2062,40,91,0.7054,1.2273
715,40,91,0.7054,1.2273
49 590,40,443,0.7054,1.2272
3905,49,200,0.5865,1.2272
1904,49,156,0.5865,1.2271
3904,49,95,0.5864,1.2270
33 49 238,40,256,0.7052,1.2269
13044,49,129,0.5864,1.2269
40 352,49,129,0.5864,1.2269
39 265,40,177,0.7052,1.2268
1972,40,98,0.7050,1.2266
33 42 1147,40,98,0.7050,1.2266
1073,49,136,0.5862,1.2266
40 12982,49,102,0.5862,1.2266
33 1579,49,102,0.5862,1.2266
4345,40,184,0.7050,1.2265
102,49,1311,0.5861,1.2262
2477,49,109,0.5860,1.2262
16 49,40,148,0.7048,1.2261
6267,49,92,0.5860,1.2261
366,49,259,0.5860,1.2261
33 1005,49,167,0.5860,1.2261
310 1270,40,105,0.7047,1.2260
237,40,124,0.7045,1.2257
49 2707,40,93,0.7045,1.2257
49 14387,40,93,0.7045,1.2257
571,40,558,0.7045,1.2257
39 118,40,93,0.7045,1.2257
118,49,601,0.5858,1.2256
40 171,49,1206,0.5857,1.2255
806,40,193,0.7044,1.2254
40 841,49,147,0.5857,1.2254
49 2984,40,100,0.7042,1.2252
964,49,89,0.5855,1.2251
4884,49,305,0.5854,1.2249
33 49 534,40,126,0.7039,1.2246
1900,49,151,0.5853,1.2246
1144,40,178,0.7036,1.2240
39 825,40,121,0.7035,1.2239
1343,49,124,0.5849,1.2238
10 33 49,40,109,0.7032,1.2234
2012,40,154,0.7032,1.2234
40 371,49,145,0.5847,1.2234
273,49,380,0.5846,1.2232
49 259,40,452,0.7030,1.2230
3736,49,128,0.5845,1.2229
4995,49,173,0.5845,1.2229
49 2148,40,97,0.7029,1.2229
49 1396,40,97,0.7029,1.2229
49 2400,40,194,0.7029,1.2229
39 226,49,398,0.5844,1.2229
2664,40,149,0.7028,1.2228
994,49,201,0.5843,1.2226
49 3463,40,104,0.7027,1.2225
49 4394,40,130,0.7027,1.2225
49 3271,40,416,0.7027,1.2225
52,40,137,0.7026,1.2223
49 1215,40,137,0.7026,1.2223
81,49,271,0.5841,1.2221
49 4308,40,118,0.7024,1.2220
12952,40,283,0.7022,1.2217
49 1790,40,99,0.7021,1.2215
904,40,264,0.7021,1.2215
20 39,40,99,0.7021,1.2215
49 3013,40,106,0.7020,1.2213
49 416,40,179,0.7020,1.2212
705,49,307,0.5837,1.2212
3760,40,219,0.7019,1.2212
8692,40,259,0.7019,1.2211
10599,40,120,0.7018,1.2209
49 249,40,200,0.7018,1.2209
13557,40,127,0.7017,1.2207
814,40,134,0.7016,1.2206
3522,49,91,0.5833,1.2205
1427,40,94,0.7015,1.2204
33 49 230,40,94,0.7015,1.2204
49 117,40,108,0.7013,1.2201
544,49,172,0.5831,1.2200
49 925,40,115,0.7012,1.2199
1281,49,165,0.5830,1.2199
157,40,582,0.7012,1.2199
40 310,49,123,0.5829,1.2197
2776,49,239,0.5829,1.2197
40 42 741,49,95,0.5828,1.2195
49 2627,40,150,0.7009,1.2195
49 230,40,382,0.7009,1.2194
39 791,40,356,0.7008,1.2192
731,49,215,0.5827,1.2191
49 651,40,96,0.7007,1.2191
2053,49,134,0.5826,1.2190
49 1147 3617,40,117,0.7006,1.2189
409,49,279,0.5825,1.2187
148,49,1036,0.5823,1.2185
1855,49,92,0.5823,1.2183
1379 1380,49,92,0.5823,1.2183
33 476,40,313,0.7002,1.2182
375,49,340,0.5822,1.2182
1873,49,333,0.5822,1.2181
49 399,40,224,0.7000,1.2178
39 1005,49,103,0.5819,1.2176
13,49,238,0.5819,1.2176
250,49,675,0.5819,1.2175
12934,49,199,0.5819,1.2175
40 351,49,89,0.5817,1.2171
11841,40,149,0.6995,1.2170
1391,40,135,0.6995,1.2169
39 16218,40,135,0.6995,1.2169
201,49,139,0.5816,1.2169
33 49 339,40,114,0.6994,1.2168
49 1965,40,100,0.6993,1.2166
3190,49,150,0.5814,1.2165
39 439,40,272,0.6992,1.2165
33 439,40,244,0.6991,1.2163
49 799,40,230,0.6991,1.2162
49 263,40,130,0.6989,1.2160
49 2750,40,116,0.6988,1.2157
1373,49,147,0.5810,1.2157
33 39,49,1646,0.5810,1.2157
40 42 271 272,49,104,0.5810,1.2157
49 2776,40,167,0.6987,1.2156
49 551,40,102,0.6986,1.2154
33 957,40,146,0.6986,1.2153
33 39 49 171,40,213,0.6984,1.2150
2908,49,108,0.5806,1.2149
39 106,40,449,0.6983,1.2149
33 49 171,40,215,0.6981,1.2144
49 752,40,141,0.6980,1.2144
9844,49,130,0.5804,1.2143
49 480,40,358,0.6979,1.2141
49 109,40,97,0.6978,1.2141
206,49,152,0.5802,1.2139
13557,49,105,0.5801,1.2138
2813,49,105,0.5801,1.2138
49 2057,40,180,0.6977,1.2138
2729,49,134,0.5801,1.2138
33 15833,49,134,0.5801,1.2138
128,49,116,0.5800,1.2136
49 866,40,272,0.6974,1.2134
96,40,189,0.6974,1.2133
49 206,40,106,0.6974,1.2132
435,49,120,0.5797,1.2130
33 106,40,99,0.6972,1.2129
37 39,40,1945,0.6971,1.2128
39 3905,49,193,0.5796,1.2127
42 807,49,102,0.5795,1.2126
12930,49,430,0.5795,1.2126
12997,40,115,0.6970,1.2126
49 4337,40,230,0.6970,1.2126
42 1005,40,138,0.6970,1.2126
10452,49,175,0.5795,1.2125
268,40,407,0.6969,1.2125
704,49,467,0.5794,1.2123
2065,40,131,0.6968,1.2123
825,49,701,0.5793,1.2122
939,49,168,0.5793,1.2121
735,40,255,0.6967,1.2121
1806,40,124,0.6966,1.2120
49 4686,40,124,0.6966,1.2120
3186,49,117,0.5792,1.2119
49 994,40,140,0.6965,1.2118
49 1145,40,234,0.6964,1.2116
534,49,861,0.5790,1.2115
10819,49,132,0.5789,1.2114
117,49,154,0.5789,1.2114
33 1328,49,187,0.5789,1.2114
1127,49,246,0.5788,1.2111
49 735,40,229,0.6960,1.2110
12678,49,136,0.5787,1.2109
549,49,658,0.5787,1.2109
791,40,364,0.6960,1.2108
33 390,49,114,0.5787,1.2108
2635,49,140,0.5785,1.2105
9002,40,160,0.6957,1.2103
49 1173,40,128,0.6957,1.2103
33 49 186,40,128,0.6957,1.2103
1480,49,273,0.5784,1.2102
4358,49,107,0.5784,1.2102
2059,49,107,0.5784,1.2102
40 235,49,107,0.5784,1.2102
63,49,314,0.5783,1.2100
1270,40,194,0.6953,1.2097
49 351,40,89,0.6953,1.2097
49 2524,40,187,0.6952,1.2094
1228,49,89,0.5779,1.2092
42 847,49,104,0.5778,1.2089
49 3511,40,148,0.6948,1.2088
2562,49,145,0.5777,1.2087
1597,49,93,0.5776,1.2086
1292,49,160,0.5776,1.2086
3661,40,91,0.6947,1.2085
2838,40,91,0.6947,1.2085
57,49,309,0.5776,1.2085
49 2200,40,266,0.6945,1.2083
40 2469,49,123,0.5775,1.2083
2841,40,125,0.6944,1.2082
49 3669,40,125,0.6944,1.2082
3965,40,225,0.6944,1.2082
1396,49,138,0.5774,1.2081
80,40,1111,0.6944,1.2080
2379,40,134,0.6943,1.2079
49 343,40,134,0.6943,1.2079
33 1136,40,134,0.6943,1.2079
49 1161,40,109,0.6943,1.2079
39 549,40,143,0.6942,1.2077
4525,49,187,0.5772,1.2076
49 2729,40,93,0.6940,1.2074
3 49,40,186,0.6940,1.2074
3280,49,161,0.5771,1.2074
1270,49,161,0.5771,1.2074
49 922,40,127,0.6940,1.2074
1482,49,236,0.5770,1.2073
33 79,40,161,0.6940,1.2073
39 505,40,170,0.6939,1.2072
1014,49,150,0.5769,1.2071
37,40,2037,0.6938,1.2070
975,40,111,0.6937,1.2070
4721,40,154,0.6937,1.2069
584,40,154,0.6937,1.2069
33 49 2959,40,120,0.6936,1.2068
40 272,49,827,0.5767,1.2067
33 148,40,249,0.6936,1.2067
389,49,143,0.5766,1.2065
1745,49,128,0.5766,1.2064
3570,40,95,0.6934,1.2064
49 1021,40,190,0.6934,1.2064
49 2326,40,147,0.6934,1.2063
12492,49,98,0.5765,1.2062
1809,49,181,0.5764,1.2061
153,40,113,0.6933,1.2061
2707,49,132,0.5764,1.2061
49 2054,40,122,0.6932,1.2060
49 593,40,515,0.6931,1.2059
49 2496,40,140,0.6931,1.2058
49 1362,40,149,0.6930,1.2057
66 238,40,149,0.6930,1.2057
1394,49,669,0.5762,1.2057
49 940,40,97,0.6929,1.2054
765,40,194,0.6929,1.2054
33 49 118,40,97,0.6929,1.2054
170,49,159,0.5761,1.2054
3643,49,91,0.5759,1.2051
49 425,40,151,0.6927,1.2051
33 1394,40,160,0.6926,1.2050
1380,40,196,0.6926,1.2049
1530,40,223,0.6925,1.2049
106,40,455,0.6925,1.2049
39 40 56,49,243,0.5758,1.2048
10,49,790,0.5758,1.2048
6405,49,95,0.5758,1.2047
32 39,49,95,0.5758,1.2047
1361,49,194,0.5757,1.2045
49 1904,40,108,0.6923,1.2044
33 49 550,40,90,0.6923,1.2044
40 674,49,99,0.5756,1.2043
476,40,1500,0.6922,1.2043
1544,40,290,0.6921,1.2041
49 550,40,355,0.6920,1.2039
653,49,187,0.5754,1.2039
39 390,40,146,0.6919,1.2038
4780,49,172,0.5753,1.2036
654,49,195,0.5752,1.2036
49 491,40,193,0.6918,1.2035
732,49,111,0.5751,1.2034
156,49,314,0.5751,1.2033
49,40,29142,0.6916,1.2033
40,49,29142,0.5751,1.2033
832,40,314,0.6916,1.2033
612,49,161,0.5750,1.2031
3617,49,376,0.5749,1.2030
49 1601,40,307,0.6914,1.2029
49 2998,40,112,0.6914,1.2028
42 1873,40,112,0.6914,1.2028
2285,49,292,0.5748,1.2027
49 5052,40,150,0.6912,1.2026
2631,40,94,0.6912,1.2025
10 49,40,546,0.6911,1.2024
1653,49,131,0.5746,1.2022
5324,40,123,0.6910,1.2022
39 1345,49,108,0.5745,1.2020
33 61,40,181,0.6908,1.2019
49 12944,40,143,0.6908,1.2019
49 908,40,105,0.6908,1.2018
49 1240,40,239,0.6908,1.2017
1319,49,143,0.5743,1.2016
1064,49,116,0.5743,1.2016
501,49,116,0.5743,1.2016
39 480,40,96,0.6906,1.2016
3013,49,151,0.5741,1.2013
49 545,40,348,0.6905,1.2013
640,49,124,0.5741,1.2012
564,49,155,0.5741,1.2012
3 40,49,186,0.5741,1.2012
49 341,40,281,0.6904,1.2012
33 265,40,107,0.6903,1.2010
40 1939,49,97,0.5740,1.2009
39 57,49,295,0.5739,1.2009
2880,49,276,0.5738,1.2006
2400,49,276,0.5738,1.2006
3322,49,140,0.5738,1.2005
49 2414,40,89,0.6899,1.2003
790,40,447,0.6898,1.2001
54,40,351,0.6896,1.1997
49 1678,40,211,0.6895,1.1996
49 1114,40,171,0.6895,1.1996
49 108,40,322,0.6895,1.1996
33 39 171,49,305,0.5733,1.1996
8069,40,202,0.6894,1.1994
1147,40,983,0.6893,1.1993
49 12983,40,122,0.6893,1.1992
40 1144,49,102,0.5730,1.1990
1838,49,110,0.5729,1.1988
49 1764,40,113,0.6890,1.1987
49 928,40,124,0.6889,1.1985
49 1418,40,217,0.6889,1.1985
1544,49,240,0.5728,1.1985
13042,49,602,0.5728,1.1985
676,40,414,0.6889,1.1984
917,49,311,0.5727,1.1984
13335,49,189,0.5727,1.1984
310 1379,40,104,0.6887,1.1982
850,49,134,0.5726,1.1982
49 162,40,356,0.6886,1.1980
271,40,1194,0.6886,1.1980
1411,40,95,0.6884,1.1977
285,40,95,0.6884,1.1977
49 2875,40,95,0.6884,1.1977
49 1931,40,148,0.6884,1.1976
335,49,443,0.5724,1.1976
40 162,49,356,0.5723,1.1976
4641,40,106,0.6883,1.1975
1548,40,106,0.6883,1.1975
310 1380,49,95,0.5723,1.1974
49 414,40,781,0.6881,1.1971
49 421,40,214,0.6881,1.1971
3538,49,115,0.5721,1.1971
2622,49,119,0.5721,1.1971
33 39 287,49,127,0.5721,1.1970
14934,49,274,0.5720,1.1969
49 393,40,97,0.6879,1.1969
40 904,49,151,0.5720,1.1968
97,49,191,0.5719,1.1965
650,49,490,0.5718,1.1963
2136,40,317,0.6876,1.1963
1518,40,132,0.6875,1.1961
49 15619,40,222,0.6873,1.1957
49 2016,40,178,0.6873,1.1957
1697,49,112,0.5714,1.1956
9305,49,136,0.5714,1.1956
1898,49,144,0.5714,1.1956
493,49,148,0.5714,1.1956
40 512,49,92,0.5714,1.1956
10424,40,134,0.6872,1.1955
49 624,40,213,0.6871,1.1954
2285,40,349,0.6870,1.1952
2747,40,158,0.6870,1.1951
39 1591,40,193,0.6868,1.1949
49 247,40,182,0.6868,1.1948
7206,49,209,0.5710,1.1948
1136,40,458,0.6867,1.1946
40 1362,49,149,0.5709,1.1945
49 850,40,92,0.6866,1.1945
699,40,127,0.6865,1.1943
44,49,125,0.5708,1.1943
39 106,49,367,0.5708,1.1942
3974,40,116,0.6864,1.1942
1599,49,109,0.5707,1.1941
3536,40,140,0.6863,1.1939
49 207,40,105,0.6863,1.1939
2255,49,198,0.5706,1.1939
39 1328,49,198,0.5706,1.1939
391,40,258,0.6862,1.1938
273,40,446,0.6862,1.1937
49 515,40,201,0.6860,1.1935
33 171,49,308,0.5704,1.1934
2506,40,297,0.6859,1.1933
49 1309,40,131,0.6859,1.1932
1346,40,155,0.6858,1.1932
39 372,40,526,0.6858,1.1931
49 10452,40,120,0.6857,1.1930
50,40,768,0.6857,1.1930
1147 3617,49,167,0.5700,1.1926
1391,49,110,0.5699,1.1925
40 16431 16432,49,106,0.5699,1.1924
157,49,473,0.5699,1.1924
49 2789,40,98,0.6853,1.1923
2871,40,111,0.6852,1.1921
49 1995,40,111,0.6852,1.1921
49 424,40,111,0.6852,1.1921
12997,49,94,0.5697,1.1920
3828,49,188,0.5697,1.1920
1199,49,376,0.5697,1.1920
39 46,49,94,0.5697,1.1920
14100,49,233,0.5697,1.1920
3295,40,198,0.6851,1.1919
536,49,409,0.5696,1.1919
4317,49,135,0.5696,1.1919
49 767,40,335,0.6851,1.1919
39 243,40,137,0.6850,1.1917
33 157,40,100,0.6849,1.1916
40 214,49,123,0.5694,1.1915
49 465,40,289,0.6848,1.1914
39 57,40,352,0.6848,1.1914
272,40,1434,0.6848,1.1914
19 33,40,126,0.6848,1.1914
39 1530,40,202,0.6847,1.1913
49 4112,40,89,0.6846,1.1911
12936,40,267,0.6846,1.1911
1698,49,111,0.5692,1.1910
1197,49,185,0.5692,1.1910
1815,40,471,0.6846,1.1910
49 761,40,102,0.6846,1.1910
818,49,210,0.5691,1.1908
49 1715,40,193,0.6844,1.1907
49 6119,40,91,0.6842,1.1904
1653,40,156,0.6842,1.1904
1592,40,169,0.6842,1.1904
49 1334,40,117,0.6842,1.1904
443,49,124,0.5688,1.1902
1147,49,811,0.5687,1.1900
40 12960,49,149,0.5687,1.1899
1216,40,119,0.6839,1.1898
279,49,174,0.5686,1.1898
33 77,40,106,0.6839,1.1898
2794,49,108,0.5684,1.1893
